file,scenario,solver,mip_solver,time_limit_s,iteration_index,start_day,horizon_days,lock_days,locked_assignments,objective,solver_status,termination_condition,runtime_s_heuristic
ni_6_sub28_lock1_mip_20260304_035506.json,MASc NI 6 blocks,mip,highs,1800.0,0,1,28,1,0,,aborted,maxTimeLimit,1800.0
ni_6_sub28_lock1_mip_20260304_035506.json,MASc NI 6 blocks,mip,highs,1800.0,1,2,27,1,0,,aborted,maxTimeLimit,1800.0
ni_6_sub28_lock1_mip_20260304_035506.json,MASc NI 6 blocks,mip,highs,1800.0,2,3,26,1,0,,aborted,maxTimeLimit,1800.0
ni_6_sub28_lock1_mip_20260304_035506.json,MASc NI 6 blocks,mip,highs,1800.0,3,4,25,1,0,,aborted,maxTimeLimit,1800.0
ni_6_sub28_lock1_mip_20260304_035506.json,MASc NI 6 blocks,mip,highs,1800.0,4,5,24,1,9,-232286.64370099996,ok,optimal,
ni_6_sub28_lock1_mip_20260304_035506.json,MASc NI 6 blocks,mip,highs,1800.0,5,6,23,1,0,,aborted,maxTimeLimit,1800.0
ni_6_sub28_lock1_mip_20260304_035506.json,MASc NI 6 blocks,mip,highs,1800.0,6,7,22,1,11,-240182.64370100037,ok,optimal,
ni_6_sub28_lock1_mip_20260304_035506.json,MASc NI 6 blocks,mip,highs,1800.0,7,8,21,1,0,,aborted,maxTimeLimit,1800.0
ni_6_sub28_lock1_mip_20260304_035506.json,MASc NI 6 blocks,mip,highs,1800.0,8,9,20,1,0,,aborted,maxTimeLimit,1800.0
ni_6_sub28_lock1_mip_20260304_035506.json,MASc NI 6 blocks,mip,highs,1800.0,9,10,19,1,9,-252026.64370099996,ok,optimal,
ni_6_sub28_lock1_mip_20260304_035506.json,MASc NI 6 blocks,mip,highs,1800.0,10,11,18,1,10,-255979.17248899996,ok,optimal,
ni_6_sub28_lock1_mip_20260304_035506.json,MASc NI 6 blocks,mip,highs,1800.0,11,12,17,1,9,-259946.08369300026,ok,optimal,
ni_6_sub28_lock1_mip_20260304_035506.json,MASc NI 6 blocks,mip,highs,1800.0,12,13,16,1,8,-263870.6437010002,ok,optimal,
ni_6_sub28_lock1_mip_20260304_035506.json,MASc NI 6 blocks,mip,highs,1800.0,13,14,15,1,9,-267818.64370099996,ok,optimal,
ni_6_sub28_lock1_mip_20260304_035506.json,MASc NI 6 blocks,mip,highs,1800.0,14,15,14,1,8,-271766.64370099996,ok,optimal,
ni_6_sub28_lock1_mip_20260304_035506.json,MASc NI 6 blocks,mip,highs,1800.0,15,16,13,1,9,-275714.64370099996,ok,optimal,
ni_6_sub28_lock1_mip_20260304_035506.json,MASc NI 6 blocks,mip,highs,1800.0,16,17,12,1,9,-279662.64370099996,ok,optimal,
ni_6_sub28_lock1_mip_20260304_035506.json,MASc NI 6 blocks,mip,highs,1800.0,17,18,11,1,8,-283610.64370099996,ok,optimal,
ni_6_sub28_lock1_mip_20260304_035506.json,MASc NI 6 blocks,mip,highs,1800.0,18,19,10,1,9,-287558.64370099996,ok,optimal,
ni_6_sub28_lock1_mip_20260304_035506.json,MASc NI 6 blocks,mip,highs,1800.0,19,20,9,1,8,-291506.64370099996,ok,optimal,
ni_6_sub28_lock1_mip_20260304_035506.json,MASc NI 6 blocks,mip,highs,1800.0,20,21,8,1,9,-295454.64370099996,ok,optimal,
ni_6_sub28_lock1_mip_20260304_035506.json,MASc NI 6 blocks,mip,highs,1800.0,21,22,7,1,8,-299402.6437009998,ok,optimal,
ni_6_sub28_lock1_mip_20260304_035506.json,MASc NI 6 blocks,mip,highs,1800.0,22,23,6,1,9,-303350.64370099996,ok,optimal,
ni_6_sub28_lock1_mip_20260304_035506.json,MASc NI 6 blocks,mip,highs,1800.0,23,24,5,1,8,-307298.64370099996,ok,optimal,
ni_6_sub28_lock1_mip_20260304_035506.json,MASc NI 6 blocks,mip,highs,1800.0,24,25,4,1,8,-311246.64370099996,ok,optimal,
ni_6_sub28_lock1_mip_20260304_035506.json,MASc NI 6 blocks,mip,highs,1800.0,25,26,3,1,7,-315194.64370099996,ok,optimal,
ni_6_sub28_lock1_mip_20260304_035506.json,MASc NI 6 blocks,mip,highs,1800.0,26,27,2,1,8,-319142.64370099996,ok,optimal,
ni_6_sub28_lock1_mip_20260304_035506.json,MASc NI 6 blocks,mip,highs,1800.0,27,28,1,1,0,-323090.64370099996,ok,optimal,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,0,1,112,1,6,59923.962899999984,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,1,2,111,1,6,54923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,2,3,110,1,6,55923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,3,4,109,1,6,58923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,4,5,108,1,6,58923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,5,6,107,1,6,54923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,6,7,106,1,6,58923.962899999955,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,7,8,105,1,6,54923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,8,9,104,1,6,58923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,9,10,103,1,6,54923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,10,11,102,1,6,56923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,11,12,101,1,6,58923.962899999955,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,12,13,100,1,6,56923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,13,14,99,1,6,54923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,14,15,98,1,6,54923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,15,16,97,1,6,58923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,16,17,96,1,6,60923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,17,18,95,1,6,59923.962899999955,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,18,19,94,1,6,55923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,19,20,93,1,6,54923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,20,21,92,1,6,57923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,21,22,91,1,6,61923.962899999955,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,22,23,90,1,6,57923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,23,24,89,1,6,57923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,24,25,88,1,6,54923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,25,26,87,1,6,55923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,26,27,86,1,6,55923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,27,28,85,1,6,57923.962899999984,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,28,29,84,1,6,57923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,29,30,83,1,6,55923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,30,31,82,1,6,57923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,31,32,81,1,6,61923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,32,33,80,1,6,58923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,33,34,79,1,6,58923.962899999955,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,34,35,78,1,6,58923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,35,36,77,1,6,56923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,36,37,76,1,6,57923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,37,38,75,1,6,58923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,38,39,74,1,6,55923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,39,40,73,1,6,55923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,40,41,72,1,6,54923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,41,42,71,1,6,56923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,42,43,70,1,6,54923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,43,44,69,1,6,61923.962899999955,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,44,45,68,1,6,57923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,45,46,67,1,6,56923.962899999984,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,46,47,66,1,6,55923.962899999955,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,47,48,65,1,6,59923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,48,49,64,1,6,62923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,49,50,63,1,6,58923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,50,51,62,1,6,59923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,51,52,61,1,6,59923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,52,53,60,1,6,55923.962899999955,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,53,54,59,1,6,55923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,54,55,58,1,6,57923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,55,56,57,1,6,59923.962899999984,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,56,57,56,1,6,56923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,57,58,55,1,6,57923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,58,59,54,1,6,59923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,59,60,53,1,6,59923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,60,61,52,1,6,60923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,61,62,51,1,6,55923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,62,63,50,1,6,58923.962899999984,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,63,64,49,1,6,60923.96289999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,64,65,48,1,6,51132.602227999974,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,65,66,47,1,6,54500.602227999974,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,66,67,46,1,6,53868.602227999974,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,67,68,45,1,6,51236.602227999974,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,68,69,44,1,6,45441.57174599999,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,69,70,43,1,6,45809.57174599999,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,70,71,42,1,6,39656.602227999974,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,71,72,41,1,6,37024.602227999974,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,72,73,40,1,6,40392.602227999974,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,73,74,39,1,6,34760.602227999974,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,74,75,38,1,6,36128.602227999974,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,75,76,37,1,6,31333.571745999987,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,76,77,36,1,6,31701.571745999987,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,77,78,35,1,6,30134.393288,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,78,79,34,1,6,27502.393288,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,79,80,33,1,6,23824.43881999999,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,80,81,32,1,6,22173.57174599999,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,81,82,31,1,6,18309.260361999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,82,83,30,1,6,17677.260361999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,83,84,29,1,6,15045.260361999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,84,85,28,1,6,11413.260361999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,85,86,27,1,6,7781.260361999997,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,86,87,26,1,6,3400.4388199999885,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,87,88,25,1,6,2768.4388199999958,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,88,89,24,1,6,2136.4388199999958,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,89,90,23,1,6,-495.56118000000424,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,90,91,22,1,6,-4378.739638000006,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,91,92,21,1,6,-6282.670106000001,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,92,93,20,1,6,-9958.739638000006,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,93,94,19,1,6,-12274.739638000006,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,94,95,18,1,6,-15222.739638000006,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,95,96,17,1,6,-18854.739638000006,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,96,97,16,1,6,-21863.962900000006,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,97,98,15,1,6,-25811.962900000006,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,98,99,14,1,6,-27654.670106,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,99,100,13,1,6,-30488.032432000004,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,100,101,12,1,6,-35023.962900000006,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,101,102,11,1,6,-39498.670106000005,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,102,103,10,1,6,-42919.962900000006,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,103,104,9,1,6,-45551.962900000006,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,104,105,8,1,6,-49499.962900000006,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,105,106,7,1,6,-52131.962900000006,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,106,107,6,1,6,-56079.962900000006,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,107,108,5,1,6,-60027.962900000006,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,108,109,4,1,6,-63975.9629,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,109,110,3,1,6,-67923.9629,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,110,111,2,1,6,-67923.9629,,,
pg_6_sub112_lock1_sa_20260303_113809.json,MASc PG 6 blocks,sa,,,111,112,1,1,6,-67923.9629,,,
ka_18_sub28_lock7_sa_20260305_014757.json,MASc KA 18 blocks,sa,,,0,1,28,7,178,-44613.865853000025,,,
ka_18_sub28_lock7_sa_20260305_014757.json,MASc KA 18 blocks,sa,,,1,8,21,7,177,-44127.08867500003,,,
ka_18_sub28_lock7_sa_20260305_014757.json,MASc KA 18 blocks,sa,,,2,15,14,7,185,-38040.31172300002,,,
ka_18_sub28_lock7_sa_20260305_014757.json,MASc KA 18 blocks,sa,,,3,22,7,7,176,-71051.35281899999,,,
ni_6_sub14_lock7_sa_20260304_034515.json,MASc NI 6 blocks,sa,,,0,1,14,7,103,-280978.64370099996,,,
ni_6_sub14_lock7_sa_20260304_034515.json,MASc NI 6 blocks,sa,,,1,8,7,7,103,-308614.64370099996,,,
ni_40_sub14_lock7_mip_20260305_154236.json,MASc NI 40 blocks,mip,highs,600.0,0,1,14,7,0,,aborted,maxTimeLimit,600.0
ni_40_sub14_lock7_mip_20260305_154236.json,MASc NI 40 blocks,mip,highs,600.0,1,8,7,7,0,,aborted,maxTimeLimit,600.0
ni_6_sub28_lock14_mip_20260304_120605.json,MASc NI 6 blocks,mip,highs,1800.0,0,1,28,14,0,,aborted,maxTimeLimit,1800.0
ni_6_sub28_lock14_mip_20260304_120605.json,MASc NI 6 blocks,mip,highs,1800.0,1,15,14,14,164,-271766.64370099996,ok,optimal,
ka_18_sub56_lock7_sa_20260305_032310.json,MASc KA 18 blocks,sa,,,0,1,56,7,184,-69613.86585300002,,,
ka_18_sub56_lock7_sa_20260305_032310.json,MASc KA 18 blocks,sa,,,1,8,49,7,184,-67613.86585300002,,,
ka_18_sub56_lock7_sa_20260305_032310.json,MASc KA 18 blocks,sa,,,2,15,42,7,187,-71613.86585300001,,,
ka_18_sub56_lock7_sa_20260305_032310.json,MASc KA 18 blocks,sa,,,3,22,35,7,169,-52613.86585300001,,,
ka_18_sub56_lock7_sa_20260305_032310.json,MASc KA 18 blocks,sa,,,4,29,28,7,178,-44613.865853000025,,,
ka_18_sub56_lock7_sa_20260305_032310.json,MASc KA 18 blocks,sa,,,5,36,21,7,177,-44127.08867500003,,,
ka_18_sub56_lock7_sa_20260305_032310.json,MASc KA 18 blocks,sa,,,6,43,14,7,185,-38040.31172300002,,,
ka_18_sub56_lock7_sa_20260305_032310.json,MASc KA 18 blocks,sa,,,7,50,7,7,176,-71051.35281899999,,,
ni_40_sub28_lock7_sa_20260305_172721.json,MASc NI 40 blocks,sa,,,0,1,28,7,306,-1223763.476543,,,
ni_40_sub28_lock7_sa_20260305_172721.json,MASc NI 40 blocks,sa,,,1,8,21,7,309,-1354835.476543,,,
ni_40_sub28_lock7_sa_20260305_172721.json,MASc NI 40 blocks,sa,,,2,15,14,7,311,-1449799.476543,,,
ni_40_sub28_lock7_sa_20260305_172721.json,MASc NI 40 blocks,sa,,,3,22,7,7,316,-1532819.476543,,,
pg_6_sub14_lock7_sa_20260301_210935.json,MASc PG 6 blocks,sa,,,0,1,14,7,103,-27654.670106,,,
pg_6_sub14_lock7_sa_20260301_210935.json,MASc PG 6 blocks,sa,,,1,8,7,7,105,-52131.962900000006,,,
ni_6_sub56_lock14_sa_20260305_141113.json,MASc NI 6 blocks,sa,,,0,1,56,14,225,-136794.643701,,,
ni_6_sub56_lock14_sa_20260305_141113.json,MASc NI 6 blocks,sa,,,1,15,42,14,226,-179750.643701,,,
ni_6_sub56_lock14_sa_20260305_141113.json,MASc NI 6 blocks,sa,,,2,29,28,14,229,-227022.64370099996,,,
ni_6_sub56_lock14_sa_20260305_141113.json,MASc NI 6 blocks,sa,,,3,43,14,14,229,-280978.64370099996,,,
pg_6_sub56_lock7_mip_20260303_062332.json,MASc PG 6 blocks,mip,highs,1800.0,0,1,56,7,90,67923.96290000003,ok,optimal,
pg_6_sub56_lock7_mip_20260303_062332.json,MASc PG 6 blocks,mip,highs,1800.0,1,8,49,7,0,,aborted,maxTimeLimit,1800.0
pg_6_sub56_lock7_mip_20260303_062332.json,MASc PG 6 blocks,mip,highs,1800.0,2,15,42,7,0,,aborted,maxTimeLimit,1800.0
pg_6_sub56_lock7_mip_20260303_062332.json,MASc PG 6 blocks,mip,highs,1800.0,3,22,35,7,0,,aborted,maxTimeLimit,1800.0
pg_6_sub56_lock7_mip_20260303_062332.json,MASc PG 6 blocks,mip,highs,1800.0,4,29,28,7,0,,aborted,maxTimeLimit,1800.0
pg_6_sub56_lock7_mip_20260303_062332.json,MASc PG 6 blocks,mip,highs,1800.0,5,36,21,7,0,,aborted,maxTimeLimit,1800.0
pg_6_sub56_lock7_mip_20260303_062332.json,MASc PG 6 blocks,mip,highs,1800.0,6,43,14,7,0,,aborted,maxTimeLimit,1800.0
pg_6_sub56_lock7_mip_20260303_062332.json,MASc PG 6 blocks,mip,highs,1800.0,7,50,7,7,74,-44235.962900000006,ok,optimal,
pg_6_sub14_lock14_sa_20260301_214307.json,MASc PG 6 blocks,sa,,,0,1,14,14,220,-27654.670106,,,
pg_6_sub14_lock7_mip_20260305_223204.json,MASc PG 6 blocks,mip,highs,600.0,0,1,14,7,0,,aborted,maxTimeLimit,600.0
pg_6_sub14_lock7_mip_20260305_223204.json,MASc PG 6 blocks,mip,highs,600.0,1,8,7,7,74,-44235.962900000006,ok,optimal,
ka_6_sub28_lock14_mip_20260305_122618.json,MASc KA 6 blocks,mip,highs,1800.0,0,1,28,14,223,30913.355594999994,ok,optimal,
ka_6_sub28_lock14_mip_20260305_122618.json,MASc KA 6 blocks,mip,highs,1800.0,1,15,14,14,0,,aborted,maxTimeLimit,1800.0
ka_6_sub28_lock1_sa_20260305_015816.json,MASc KA 6 blocks,sa,,,0,1,28,1,6,15847.597830999988,,,
ka_6_sub28_lock1_sa_20260305_015816.json,MASc KA 6 blocks,sa,,,1,2,27,1,6,9621.527430999995,,,
ka_6_sub28_lock1_sa_20260305_015816.json,MASc KA 6 blocks,sa,,,2,3,26,1,6,17305.527430999995,,,
ka_6_sub28_lock1_sa_20260305_015816.json,MASc KA 6 blocks,sa,,,3,4,25,1,6,17989.527430999988,,,
ka_6_sub28_lock1_sa_20260305_015816.json,MASc KA 6 blocks,sa,,,4,5,24,1,6,14041.527430999995,,,
ka_6_sub28_lock1_sa_20260305_015816.json,MASc KA 6 blocks,sa,,,5,6,23,1,6,7042.3652829999955,,,
ka_6_sub28_lock1_sa_20260305_015816.json,MASc KA 6 blocks,sa,,,6,7,22,1,6,12726.365282999996,,,
ka_6_sub28_lock1_sa_20260305_015816.json,MASc KA 6 blocks,sa,,,7,8,21,1,6,9410.365282999992,,,
ka_6_sub28_lock1_sa_20260305_015816.json,MASc KA 6 blocks,sa,,,8,9,20,1,6,9466.319340999999,,,
